Token,Item Name,Variation Name,SKU,Description,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Nancys,New Quantity Nancys,Stock Alert Enabled Nancys,Stock Alert Count Nancys
A63EBUR3HZYND2ZH4UXGLYLP,Elbow Sleeves,Black,ES-B,Elbow sleeves for support during exercise,Fitness,,,,68461374950378,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,Y,Size,Black,12.50,KT's Clothes,ABC123,20,,Y,5
Q5DELS42G5IEWK4XC32GC2AL,Elbow Sleeves,Red,ES-R,,Fitness,,,,79572485061489,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Red,12.50,KT's Clothes,ABC123,18,,Y,5
NZX6SWDG63MP3VX6DSMRE4TZ,Electric Kettle,One Size,SKU_99,Fast-heating electric kettle with automatic shut-off,Kitchen Appliances,,,,1472586390147,visible,Physical good,3,Enjoy hot water quickly and safely,Electric kettle with rapid heating and automatic shut-off for safety and convenience,Y,,Y,Y,24.99,,N,,,,,,12.50,Kettle Store,EFG123,30,,Y,10
S6F6MR3GSIPK7TRSKTBBTHKM,Engine Oil,Synthetic,EO-SY,Synthetic engine oil for optimal performance,Engine Oil,,,,47251456789012,visible,Physical good,,,,Y,,Y,Y,39.00,,N,,,Y,Size,Synthetic,25.00,KT's Autos,AUT123,30,,Y,5
5Y7CEBVFWAAX7J5N7ZLPYZZV,Engine Oil,Conventional,EO-CO,,Engine Oil,,,,58362567890123,visible,Physical good,,,,,,,,29.00,,N,,,Y,Size,Conventional,20.00,KT's Autos,AUT123,35,,Y,5
VEKHBXNJYA46E6PQLPUVJN6Y,Fingerless Gloves,Black,FG-B,Knit fingerless gloves,Gloves,,,,2468013579246,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Black,7.50,KT's Clothes,ABC123,25,,Y,5
D4S7XYQTR5CXYNXDUYHSSA2E,Fingerless Gloves,Brown,FG-BR,,Gloves,,,,2468013579248,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Brown,7.50,KT's Clothes,ABC123,18,,Y,5
BF575FJJOWPJBXRIN3NBZ4S6,Fingerless Gloves,Gray,FG-G,,Gloves,,,,2468013579247,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Gray,7.50,KT's Clothes,ABC123,22,,Y,5
C72WG4O4ZHZGWAHB4PNOIATA,Gaming Headset,One Size,SKU_101,Immersive gaming headset with surround sound and noise-canceling microphone,Electronics,,,,7891234567890,visible,Physical good,1,Experience immersive gaming audio,High-quality audio and comfortable design for hours of gameplay,Y,,Y,Y,79.99,69.99,N,,,,,,39.99,Gaming Headset Store,ABC123,20,,Y,5
E5HCFLHWCOM6Z47YDY3I4DW4,Gaming Keyboard,One Size,SKU_103,Mechanical gaming keyboard with tactile feedback and anti-ghosting keys,Electronics,,,,7894561230789,visible,Physical good,2,Level up your gaming performance with responsive keys,Durable construction and customizable RGB lighting for an enhanced gaming setup,Y,,Y,Y,99.99,89.99,N,,,,,,49.99,Gaming Keyboard Store,GHI789,15,,Y,5
AMG23S75TOB5W3O6FNPIXZFL,Gaming Mouse,One Size,SKU_102,High-precision gaming mouse with customizable buttons and RGB lighting,Electronics,,,,1237894560123,visible,Physical good,0.3,Enhance your gaming accuracy and speed,Ergonomic design and programmable buttons for a customized gaming experience,Y,,Y,Y,49.99,,N,,,,,,24.99,Gaming Mouse Store,DEF456,30,,Y,10
DIKMZQ53KDOSDJ4CAGAHYNFU,Gaming Mousepad,One Size,SKU_104,Large gaming mousepad with smooth surface and non-slip base,Electronics,,,,4567891230456,visible,Physical good,0.5,Optimize your mouse movements for precision and speed,Extended surface area and comfortable material for extended gaming sessions,Y,,Y,Y,19.99,,N,,,,,,9.99,Gaming Mousepad Store,JKL123,35,,Y,10
2ML3HWKBQNPOVPESC4RCCIQG,Gym Towel,Blue,GT-B,Microfiber gym towel with quick-drying technology,Fitness,,,,52480417438156,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Blue,7.50,KT's Clothes,ABC123,30,,Y,5
T2SNOFULBK745IDCHBXIKDBQ,Gym Towel,Gray,GT-G,,Fitness,,,,63591528549267,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Gray,7.50,KT's Clothes,ABC123,28,,Y,5
WJGRHQEGCLJFKVFAN3ALOMB4,Headband,Black,HB-B,Moisture-wicking headband for workouts,Fitness,,,,74602639650378,visible,Physical good,,,,Y,,Y,Y,7.99,,N,,,Y,Size,Black,5.00,KT's Clothes,ABC123,35,,Y,5
EZZHN52QRPZYTEPMYWA2RLGN,Headband,Gray,HB-G,,Fitness,,,,85713750761489,visible,Physical good,,,,,,,,7.99,,N,,,Y,Size,Gray,5.00,KT's Clothes,ABC123,32,,Y,5
NXAUSVJGAL3AKXYXZURKO3IW,Headlights,Halogen,HL-HA,Halogen headlights for bright illumination,Headlights,,,,13503923456789,visible,Physical good,,,,Y,,Y,Y,99.00,,N,,,Y,Size,Halogen,65.00,KT's Autos,AUT123,15,,Y,5
MF752YMYBVRPP4PHVGLCVJ2S,Headlights,LED,HL-LE,,Headlights,,,,14614034567890,visible,Physical good,,,,,,,,179.00,,N,,,Y,Size,LED,100.00,KT's Autos,AUT123,12,,Y,5
X5X7CZO4TI6Z67C7CHLLZG7P,Highlighter Set,Neon,HS-NE,Set of neon highlighters for highlighting text,Highlighters,,,,14256789013579,visible,Physical good,,,,Y,,Y,Y,5.99,,N,,,Y,Size,Neon,4.00,KT's Clothes,ABC123,40,,Y,5
5ATAVKHN763DCM7I5A2PBKDT,Highlighter Set,Pastel,HS-PA,,Highlighters,,,,15367890124680,visible,Physical good,,,,,,,,5.99,,N,,,Y,Size,Pastel,4.00,KT's Clothes,ABC123,35,,Y,5
7ZVHMXVYXHCLCHT4OCS7247L,Jewelry Box,Wooden,JB-WO,Wooden jewelry box with multiple compartments,Jewelry Boxes,,,,11594812345679,visible,Physical good,,,,Y,,Y,Y,39.99,,N,,,Y,Size,Wooden,25.00,KT's Jewelry,JWL123,12,,Y,5
NIRR43WVKR2GB42NZK7GYHOA,Jewelry Box,Leather,JB-LE,,Jewelry Boxes,,,,12605923456780,visible,Physical good,,,,,,,,69.99,,N,,,Y,Size,Leather,40.00,KT's Jewelry,JWL123,10,,Y,5
KUHDQLZRP252V7TQFXRCYIXZ,Jewelry Cleaning Kit,Basic,JCK-BA,Basic jewelry cleaning kit with cleaning solution and cloth,Jewelry Cleaning Kits,,,,13716034567891,visible,Physical good,,,,Y,,Y,Y,14.99,,N,,,Y,Size,Basic,10.00,KT's Jewelry,JWL123,15,,Y,5
YSOZXDYRS77CR6HRXRAGZ7D5,Jewelry Cleaning Kit,Advanced,JCK-AD,,Jewelry Cleaning Kits,,,,14827145678902,visible,Physical good,,,,,,,,39.99,,N,,,Y,Size,Advanced,25.00,KT's Jewelry,JWL123,12,,Y,5
KJL3BAEYL54CRTTHTWD2OY7J,Jump Rope,Basic,JR-B,Basic jump rope for cardio workouts,Fitness,,,,15824851871489,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Basic,6.50,KT's Clothes,ABC123,22,,Y,5
PFNBEC22ERR6PD5LCQMAUP5J,Jump Rope,Weighted,JR-W,,Fitness,,,,16935962982590,visible,Physical good,,,,,,,,15.99,,N,,,Y,Size,Weighted,10.00,KT's Clothes,ABC123,20,,Y,5
6FO4W6XLJ7FURAGNAHX5RSVH,Knee Sleeves,Black,KS-B,Knee sleeves for support during exercise,Fitness,,,,46249152738156,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,Y,Size,Black,15.00,KT's Clothes,ABC123,18,,Y,5
HUFX7VCPF5PJWKISH5AWVUFM,Knee Sleeves,Blue,KS-BL,,Fitness,,,,57350263849267,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Blue,15.00,KT's Clothes,ABC123,16,,Y,5
A4EMXM6ARAZWCQFDYHHRWNO3,Lamp,Table,LA-TA,Table lamp with fabric shade,Lighting,,,,15948123456780,visible,Physical good,,,,Y,,Y,Y,59.99,,N,,,Y,Size,Table,40.00,Home Furnishings,HOM123,15,,Y,5
EOCKLLC37HRQIUZVRIZACNSL,Lamp,Floor,LA-FL,,Lighting,,,,16059234567891,visible,Physical good,,,,,,,,99.99,,N,,,Y,Size,Floor,65.00,Home Furnishings,HOM123,10,,Y,5
NKJ5Q7JBYQSHL3YGTAXHQAAW,Laptop Sleeve,13-inch,LS-13,Padded laptop sleeve for 13-inch laptops,Laptop Sleeves,,,,8690123457913,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,Y,Size,13-inch,12.50,KT's Clothes,ABC123,30,,Y,5
TYRGQABXZDPOP4333UPYZ5V3,Laptop Sleeve,15-inch,LS-15,,Laptop Sleeves,,,,9701234568024,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,15-inch,15.00,KT's Clothes,ABC123,28,,Y,5
BP5RD7Z2HFGFFGINOWY7TK4M,Laptop Stand,One Size,SKU_79,Ergonomic laptop stand for improved posture,Electronics,,,,9874563210987,visible,Physical good,1,Work comfortably and ergonomically,Laptop stand with adjustable height and angle for improved posture and airflow,Y,,Y,Y,29.99,,N,,,,,,15.00,Laptop Stand Store,FGH789,30,,Y,10
QDMHJENWQ7OODK6AERRLFQDK,Leggings,Cotton,LE-CO,Women's cotton leggings,Leggings,,,,11582814567890,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,Y,Size,Cotton,15.00,KT's Apparel,APP123,18,,Y,5
WHCRMFQBFHFX6FR6XEKQFTN2,Leggings,Fleece-Lined,LE-FL,,Leggings,,,,12693925678901,visible,Physical good,,,,,,,,34.99,,N,,,Y,Size,Fleece-Lined,20.00,KT's Apparel,APP123,15,,Y,5
PQ5U4ABWUVZMX2NNJW26ACA7,Lifting Straps,Black,LS-B,Lifting straps for weightlifting,Fitness,,,,24026930516934,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Black,7.50,KT's Clothes,ABC123,22,,Y,5
4VP2JHRYLRDKZIJVYIPJ2KXI,Lifting Straps,Red,LS-R,,Fitness,,,,35138041627045,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Red,7.50,KT's Clothes,ABC123,20,,Y,5
KO4MXYDBMMKARYEQARZMYBOW,Lingerie,Slip,LI-SL,Women's satin slip,Lingerie,,,,15828145678902,visible,Physical good,,,,Y,,Y,Y,39.99,,N,,,Y,Size,Slip,25.00,KT's Apparel,APP123,8,,Y,5
VGNVXN4T6DIGEAS66AOX7JRB,Lingerie,Chemise,LI-CH,,Lingerie,,,,16939256789013,visible,Physical good,,,,,,,,49.99,,N,,,Y,Size,Chemise,30.00,KT's Apparel,APP123,7,,Y,5
RZYN45MYJ76TLODMEECGSDMK,Lingerie,Babydoll,LI-BD,,Lingerie,,,,27040367890124,visible,Physical good,,,,,,,,59.99,,N,,,Y,Size,Babydoll,35.00,KT's Apparel,APP123,6,,Y,5
NTP273UQYSMTBGOZR56YRDPB,Mattress,Queen,MA-QU,Queen size memory foam mattress,Bedroom Furniture,,,,71606923456780,visible,Physical good,,,,Y,,Y,Y,499.99,,N,,,Y,Size,Queen,300.00,Home Furnishings,HOM123,8,,Y,5
C7J7IXLRWU2CGWWVUM6FXXEK,Mini Fridge,Compact,MF-CO,Compact mini fridge for dorm room use,Mini Fridges,,,,14758901234680,visible,Physical good,,,,Y,,Y,Y,79.99,,N,,,Y,Size,Compact,50.00,KT's Clothes,ABC123,8,,Y,5
PKS7DWLVFYGNJ2FGWSLLWUPQ,Mini Fridge,With Freezer,MF-WF,,Mini Fridges,,,,15869012345791,visible,Physical good,,,,,,,,99.99,,N,,,Y,Size,With Freezer,65.00,KT's Clothes,ABC123,6,,Y,5
K4BYXXPBMP2EQRGPNWKFXRV4,Mirror,Wall,MI-WA,Wall mirror with decorative frame,Decor,,,,27160345678902,visible,Physical good,,,,Y,,Y,Y,79.99,,N,,,Y,Size,Wall,50.00,Home Furnishings,HOM123,12,,Y,5
D3ZK6HY4XCBCRLDUB47LUDXV,Necklace,Pendant,NK-PD,Gold necklace with gemstone pendant,Necklaces,,,,49481234567913,visible,Physical good,,,,Y,,Y,Y,99.99,,N,,,Y,Size,Pendant,65.00,KT's Jewelry,JWL123,12,,Y,5
EHYKC6QTBZRKY6RB3UOBFSDU,Necklace,Chain,NK-CH,,Necklaces,,,,60592345678024,visible,Physical good,,,,,,,,59.99,,N,,,Y,Size,Chain,40.00,KT's Jewelry,JWL123,15,,Y,5
JE4WGDC5TRDTM5S2GUFHKX7J,Nightstand,Two-Drawer,NS-TD,Two-drawer nightstand with storage space,Bedroom Furniture,,,,82717034567891,visible,Physical good,,,,Y,,Y,Y,119.99,,N,,,Y,Size,Two-Drawer,75.00,Home Furnishings,HOM123,12,,Y,5
Q6SQQZPBHKOPXVVBCFH7ONFM,Notebook Set,Lined,NS-LN,Set of lined notebooks for note-taking,Notebooks,,,,10812345679135,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Lined,6.50,KT's Clothes,ABC123,40,,Y,5
QMBGBVWZSYCS3CLDZDDVC7JW,Notebook Set,Gridded,NS-GR,,Notebooks,,,,11923456780246,visible,Physical good,,,,,,,,9.99,,N,,,Y,Size,Gridded,6.50,KT's Clothes,ABC123,35,,Y,5
UPOEUFRHMMKVVDTJ5PSEZESD,Office Chair,Ergonomic,OC-ER,Ergonomic office chair with adjustable height,Home Office Furniture,,,,11504789012346,visible,Physical good,,,,Y,,Y,Y,159.99,,N,,,Y,Size,Ergonomic,100.00,Home Furnishings,HOM123,12,,Y,5
PVP5T3EA6JM3MCEN2QNIZOIB,Ornament Set,Classic,OS-CL,Set of classic Christmas ornaments in various colors,Ornaments,,,,8579012346802,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,Y,Size,Classic,12.50,KT's Clothes,ABC123,30,,Y,5
LVWG4SIZQ4D73WNYNSXMLY5O,Ornament Set,Modern,OS-MO,,Ornaments,,,,9680123457913,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Modern,15.00,KT's Clothes,ABC123,25,,Y,5
GNMJNEV2B5DE2AZMRS7AXJ6E,Ornament Set,Rustic,OS-RU,,Ornaments,,,,10791234568024,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Rustic,12.50,KT's Clothes,ABC123,28,,Y,5
CB6QZWP4B7YDRUCBKM3GC5B2,Outdoor Toys,Ball,OT-BL,Ball for outdoor play and games,Outdoor Toys,,,,27159234567802,visible,Physical good,,,,Y,,Y,Y,7.99,,N,,,Y,Size,Ball,5.00,KT's Clothes,ABC123,35,,Y,5
KAAOYJKV6OPUBR4J2ZZD4JLX,Outdoor Toys,Sandbox Set,OT-SB,,Outdoor Toys,,,,38260345678913,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Sandbox Set,15.00,KT's Clothes,ABC123,20,,Y,5
Z3ARE7W2THBJWWITXHR4XSP7,Panties,Bikini,PA-BI,Women's bikini panties,Panties,,,,12595812345679,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Bikini,6.50,KT's Apparel,APP123,25,,Y,5
NS6654TZ3TDAVIUC6INGNHGO,Panties,Hipster,PA-HI,,Panties,,,,13606923456780,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Hipster,7.50,KT's Apparel,APP123,22,,Y,5
PRCWXZT2EZIYWPWY6FUFHYJY,Panties,Boy Shorts,PA-BS,,Panties,,,,14717034567891,visible,Physical good,,,,,,,,14.99,,N,,,Y,Size,Boy Shorts,8.50,KT's Apparel,APP123,20,,Y,5
NSVIA6S2XBBYOKVMJIENKCTW,Pen Set,Black,PS-BK,Set of black pens for writing and note-taking,Pens,,,,12034567891357,visible,Physical good,,,,Y,,Y,Y,7.99,,N,,,Y,Size,Black,5.00,KT's Clothes,ABC123,50,,Y,5
P25MYITKWRSQXH35XT5B62BA,Pen Set,Blue,PS-BL,,Pens,,,,13145678902468,visible,Physical good,,,,,,,,7.99,,N,,,Y,Size,Blue,5.00,KT's Clothes,ABC123,45,,Y,5
Y7ONLZCYZFE2J3BOTQQCH63J,Pendant,Gemstone,PD-GS,Gemstone pendant for necklaces,Pendants,,,,15948123456791,visible,Physical good,,,,Y,,Y,Y,59.99,,N,,,Y,Size,Gemstone,40.00,KT's Jewelry,JWL123,15,,Y,5
L2ZSKULVVT5BWHV3TKWXXZ2W,Pendant,Pearl,PD-PE,,Pendants,,,,16059234567802,visible,Physical good,,,,,,,,79.99,,N,,,Y,Size,Pearl,50.00,KT's Jewelry,JWL123,12,,Y,5
XL7T2X5SGKG23G5VFVJDPSQG,Phone Case,iPhone 13,PC-IP13,Protective phone case for iPhone 13,Phone Accessories,,,,10479285214813,visible,Physical good,,,,Y,,Y,Y,24.99,,N,,,Y,Size,iPhone 13,15.00,KT's Clothes,ABC123,30,,Y,5
BFUYMLNT6YGS4FU32UN2DAL3,Phone Case,iPhone 14,PC-IP14,,Phone Accessories,,,,11580396325924,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,iPhone 14,15.00,KT's Clothes,ABC123,28,,Y,5
66RAZCWUMQECZ5CZNRQYX2OP,Phone Case,Samsung S22,PC-SS22,,Phone Accessories,,,,12691407436035,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Samsung S22,15.00,KT's Clothes,ABC123,25,,Y,5
QXTXYMWTBXYX43RCU2A6MR5H,Planner,Weekly,PL-WK,Weekly planner for scheduling and time management,Planners,,,,48690123457913,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Weekly,7.50,KT's Clothes,ABC123,20,,Y,5
NVNYVUV7WNHTSZAATYBFGJJD,Planner,Monthly,PL-MO,,Planners,,,,59701234568024,visible,Physical good,,,,,,,,17.99,,N,,,Y,Size,Monthly,10.00,KT's Clothes,ABC123,18,,Y,5
TFSYN4C5M3YFMEAADM343B2Q,Plant Pot,One Size,SKU_117,Terracotta plant pot with drainage holes,Gardening & Outdoors,,,,6541239870654,visible,Physical good,2,Provide the perfect home for your plants,Stylish and functional plant pot with drainage holes for optimal plant health,Y,,Y,Y,19.99,,N,,,,,,9.99,Plant Store,WXY456,24,,Y,5
YAGRXN7XTV7DGPNJ56FELOPI,Play-Doh Set,Basic,PD-BA,Basic Play-Doh set with multiple colors,Play-Doh,,,,15936789012468,visible,Physical good,,,,Y,,Y,Y,14.99,,N,,,Y,Size,Basic,10.00,KT's Clothes,ABC123,30,,Y,5
FUOZRX2BFG2XAGEMPWXZUVI5,Play-Doh Set,Tools,PD-TO,,Play-Doh,,,,16047890123579,visible,Physical good,,,,,,,,24.99,,N,,,Y,Size,Tools,15.00,KT's Clothes,ABC123,25,,Y,5
HFWIGUFQPAJP4YDYYQ7PPIZE,Portable Charger,10000mAh,PCH-10K,Portable charger with 10000mAh capacity,Electronics,,,,14913518547146,visible,Physical good,,,,Y,,Y,Y,32.99,,N,,,Y,Size,10000mAh,20.00,KT's Clothes,ABC123,20,,Y,5
E6NXC3U53RITIHQOFDR5Y3ZF,Portable Charger,20000mAh,PCH-20K,,Electronics,,,,26024629658257,visible,Physical good,,,,,,,,42.99,,N,,,Y,Size,20000mAh,25.00,KT's Clothes,ABC123,18,,Y,5
UIMQFJH2NEW3N7FCB3MFP7GW,Puzzle,Wooden,PZ-WO,Wooden puzzle with animal shapes,Puzzles,,,,27158901234680,visible,Physical good,,,,Y,,Y,Y,12.99,,N,,,Y,Size,Wooden,7.50,KT's Clothes,ABC123,35,,Y,5
INAUAMHKJCMT3UMVAQTYMTH5,Puzzle,Floor,PZ-FL,,Puzzles,,,,38269012345791,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Floor,12.50,KT's Clothes,ABC123,28,,Y,5
PGTYDKXUFKTUA5IX4IFQVAK3,Resistance Band Set,Medium,RB-M,Set of resistance bands with varying resistance levels,Fitness,,,,13602639659267,visible,Physical good,,,,Y,,Y,Y,19.99,,N,,,Y,Size,Medium,12.50,KT's Clothes,ABC123,18,,Y,5
7Y4PJXHVM4M2OPSDLG2HDYRS,Resistance Band Set,Light,RB-L,,Fitness,,,,12591528548156,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Light,12.50,KT's Clothes,ABC123,15,,Y,5
3NAECJ2NHHP36YYOD6HWJGXE,Resistance Band Set,Heavy,RB-H,,Fitness,,,,14713740760378,visible,Physical good,,,,,,,,19.99,,N,,,Y,Size,Heavy,12.50,KT's Clothes,ABC123,12,,Y,5
7QUJEVDZLBV6TPQNN442URHD,Rice Cooker,One Size,SKU_98,Rice cooker with keep-warm function,Kitchen Appliances,,,,2584136790258,visible,Physical good,5,Cook perfect rice every time,Rice cooker with automatic shut-off and keep-warm function for convenient rice preparation,Y,,Y,Y,39.99,,N,,,,,,20.00,Rice Cooker Store,BCD456,20,,Y,5
RADY6WHK7TZEZGCAWG3HHWS3,Ring,Gemstone,RN-GS,Gold ring with gemstone,Rings,,,,11504789012357,visible,Physical good,,,,Y,,Y,Y,299.99,,N,,,Y,Size,Gemstone,200.00,KT's Jewelry,JWL123,6,,Y,5
MZZRVV57MNW5TOUDUNERDOXF,Ring,Band,RN-BD,,Rings,,,,12615890123468,visible,Physical good,,,,,,,,119.99,,N,,,Y,Size,Band,75.00,KT's Jewelry,JWL123,9,,Y,5
WX5RTAKWTFYTQ7IL4HSHIXRN,Shaker Bottle,Black,SB-B,Shaker bottle with mixing ball for protein shakes,Hydration,,,,30268295215923,visible,Physical good,,,,Y,,Y,Y,10.99,,N,,,Y,Size,Black,6.50,KT's Clothes,ABC123,28,,Y,5
UMAONRUGGORNTLI6N2XSH3FW,Shaker Bottle,Clear,SB-C,,Hydration,,,,41379306326034,visible,Physical good,,,,,,,,10.99,,N,,,Y,Size,Clear,6.50,KT's Clothes,ABC123,25,,Y,5
FZWOWFMEVXSJMJ2QO4UQOSCR,Shapewear,Bodysuit,SH-BO,Women's shaping bodysuit,Shapewear,,,,38151478901235,visible,Physical good,,,,Y,,Y,Y,69.99,,N,,,Y,Size,Bodysuit,40.00,KT's Apparel,APP123,10,,Y,5
I52X3BOKBC6AAJ4JFZF6JSXX,Shapewear,Slip,SH-SL,,Shapewear,,,,49262589012346,visible,Physical good,,,,,,,,59.99,,N,,,Y,Size,Slip,35.00,KT's Apparel,APP123,12,,Y,5
W5V473EPP77WFCWDLQHZK66L,Shapewear,High-Waisted Briefs,SH-HW,,Shapewear,,,,60373690123457,visible,Physical good,,,,,,,,39.99,,N,,,Y,Size,High-Waisted Briefs,25.00,KT's Apparel,APP123,15,,Y,5
NREBJ2IEAMLFVUUPC5DNWCEK,Shower Caddy,Plastic,SC-PL,Plastic shower caddy for carrying toiletries,Shower Caddies,,,,16970123456802,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Plastic,6.50,KT's Clothes,ABC123,20,,Y,5
FJBGGX5G7AZ2BDFOH4MISULM,Shower Caddy,Mesh,SC-ME,,Shower Caddies,,,,27081234567913,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Mesh,7.50,KT's Clothes,ABC123,18,,Y,5
NFQPGU4LOM2AC4AIVAI4JAXN,Slow Cooker,One Size,SKU_97,Programmable slow cooker for convenient cooking,Kitchen Appliances,,,,9637428510963,visible,Physical good,10,Enjoy delicious meals with minimal effort,Programmable slow cooker with adjustable settings for slow cooking various dishes,Y,,Y,Y,59.99,,N,,,,,,30.00,Slow Cooker Store,YZA789,18,,Y,5
IRNPWKU7EHWW6ZT77DRVSCTV,Smart Home Hub,One Size,SKU_110,Central hub for controlling smart home devices,Electronics,,,,9638527410963,visible,Physical good,0.5,Connect and control your smart home with ease,Voice-activated hub with compatibility for various devices and smart home ecosystems,Y,,Y,Y,129.99,,N,,,,,,64.99,Smart Home Hub Store,BCD123,20,,Y,5
YUEZUIPBB3UEFRZA3UZVJYQM,Socks,Crew,SO-CR,Men's crew socks,Socks,,,,70403678901246,visible,Physical good,,,,Y,,Y,Y,7.99,,N,,,Y,Size,Crew,5.00,KT's Apparel,APP123,40,,Y,5
FQ7LRRB6IWZ25TCY6TUDHEP2,Socks,Ankle,SO-AN,,Socks,,,,81514789012357,visible,Physical good,,,,,,,,6.99,,N,,,Y,Size,Ankle,4.50,KT's Apparel,APP123,35,,Y,5
6XJFEMQGQQNTI7XXQI67BA6P,Sofa,Sectional,SO-SC,Large sectional sofa with chaise lounge,Living Room Furniture,,,,13828145678902,visible,Physical good,,,,Y,,Y,Y,999.99,,N,,,Y,Size,Sectional,650.00,Home Furnishings,HOM123,5,,Y,5
RHBVLA7PH4SV2MYIVO2T5HSU,Sofa,Loveseat,SO-LS,,Living Room Furniture,,,,14939256789013,visible,Physical good,,,,,,,,699.99,,N,,,Y,Size,Loveseat,450.00,Home Furnishings,HOM123,8,,Y,5
55MV4FYQU6S4SH7APVKKU6WY,Storybook,Hardcover,SB-HC,Hardcover storybook with classic children's tale,Storybooks,,,,49370123456802,visible,Physical good,,,,Y,,Y,Y,9.99,,N,,,Y,Size,Hardcover,6.50,KT's Clothes,ABC123,30,,Y,5
WESWTBI5W5J35O3ZVR3HSKOH,Storybook,Board Book,SB-BB,,Storybooks,,,,60481234567913,visible,Physical good,,,,,,,,5.99,,N,,,Y,Size,Board Book,4.00,KT's Clothes,ABC123,40,,Y,5
J5ONTWRNDLCJXOR65BQANFFJ,Stuffed Animal,Teddy Bear,SA-TB,Soft teddy bear stuffed animal,Stuffed Animals,,,,71592345678024,visible,Physical good,,,,Y,,Y,Y,14.99,,N,,,Y,Size,Teddy Bear,10.00,KT's Clothes,ABC123,25,,Y,5
WT3AWIZBW42OZBTITGXIB545,Stuffed Animal,Dog,SA-DG,,Stuffed Animals,,,,82603456789135,visible,Physical good,,,,,,,,12.99,,N,,,Y,Size,Dog,7.50,KT's Clothes,ABC123,28,,Y,5
WQ7BT5HZCP7DNN6HP5PQUCJH,Sunglasses,Aviator,SUN-AV,Classic aviator sunglasses with UV protection,Sunglasses,,,,60253719648246,visible,Physical good,,,,Y,,Y,Y,39.99,,N,,,Y,Size,Aviator,25.00,KT's Clothes,ABC123,200,,Y,5
EST4QFDC2QP7CDXRFAHFGW2Q,Sunglasses,Wayfarer,SUN-WF,,Sunglasses,,,,71364820759357,visible,Physical good,,,,,,,,39.99,,N,,,Y,Size,Wayfarer,25.00,KT's Clothes,ABC123,18,,Y,5
F5JAGG2RYT46CCWXYXAXFR3F,Sunglasses,Round,SUN-RD,,Sunglasses,,,,82475931860468,visible,Physical good,,,,,,,,39.99,,N,,,Y,Size,Round,25.00,KT's Clothes,ABC123,15,,Y,5
H67PWEYAQXLJIWJ2OYOU5PNH,TV Stand,Media Console,TV-MC,Media console TV stand with multiple shelves,Living Room Furniture,,,,27262589012346,visible,Physical good,,,,Y,,Y,Y,299.99,,N,,,Y,Size,Media Console,175.00,Home Furnishings,HOM123,10,,Y,5
VLKW4AALSWKNEDEMBNK5K5QU,Tablet Sleeve,One Size,SKU_83,Padded tablet sleeve for protection and portability,Electronics,,,,8523697410852,visible,Physical good,0.4,Carry your tablet safely and conveniently,Padded tablet sleeve with a slim design and secure closure,Y,,Y,Y,19.99,,N,,,,,,10.00,Tablet Sleeve Store,OPQ789,30,,Y,10
4JPPGLUHVMVR4FVT4HTPNVQG,Thermal Underwear,Top,TU-TO,Men's thermal underwear top,Thermal Underwear,,,,71484701234568,visible,Physical good,,,,Y,,Y,Y,29.99,,N,,,Y,Size,Top,20.00,KT's Apparel,APP123,18,,Y,5
